📺海外专用,#genre#
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=30016
CCTV-1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
CCTV-1,http://8.138.7.223/tv/dl/douyincdn.php?id=1
CCTV-1,http://113.90.247.228:4000/udp/239.77.0.129:5146
CCTV-1,http://lzoq.serv00.net/daili/Smartv.php?id=cctv1
CCTV-1,http://222.84.234.80:4022/udp/239.81.0.102:4056
CCTV-1,http://14.154.196.26:4022/udp/239.77.0.86:5146
CCTV-2,http://8.138.7.223/tv/dl/careryun.php?id=2
CCTV-2,http://14.154.196.26:4022/udp/239.77.0.137:5146
CCTV-2,http://58.62.234.21:10000/udp/239.77.1.158:5146
CCTV-2,http://222.84.234.80:4022/udp/239.81.0.115:4056
CCTV-2,http://lzoq.serv00.net/daili/Smartv.php?id=cctv2
CCTV-2,http://14.154.196.26:4022/udp/239.77.1.158:5146
CCTV-3,http://8.138.7.223/tv/dl/careryun.php?id=3
CCTV-3,http://58.62.234.21:10000/udp/239.77.0.169:5146
CCTV-3,http://222.84.234.80:4022/udp/239.81.0.231:4056
CCTV-4,http://8.138.7.223/tv/dl/careryun.php?id=4
CCTV-4,http://8.138.7.223/tv/dl/careryun.php?id=5
CCTV-4,http://58.62.234.21:10000/udp/239.77.1.163:5146
CCTV-4,http://113.90.247.228:4000/udp/239.77.0.78:5146
CCTV-4,http://222.84.234.80:4022/udp/239.81.0.96:4056
CCTV-4,http://14.154.196.26:4022/udp/239.77.0.78:5146
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-5,http://8.138.7.223/tv/dl/careryun.php?id=8
